DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2021-11-01 00:00:00,6.0,44224.0,270,3.9,45,842,3.3,17959.0,13819.0
2021-11-01 00:15:00,5.8,43591.0,274,3.6,46,842,3.9,25930.0,20435.0
2021-11-01 00:30:00,5.7,42842.0,281,3.3,47,842,4.1,31287.0,25376.0
2021-11-01 00:45:00,5.5,42093.0,289,3.0,48,842,4.3,32626.0,25669.0
2021-11-01 01:00:00,5.4,41344.0,296,2.7,49,842,3.7,24645.0,24036.0
2021-11-01 01:15:00,5.3,39691.0,300,2.4,50,842,2.9,13230.0,17085.0
2021-11-01 01:30:00,5.2,37135.0,300,2.2,51,842,2.1,4200.0,4606.0
2021-11-01 01:45:00,5.1,34579.0,300,2.0,52,841,1.5,30.0,0.0
2021-11-01 02:00:00,5.0,32023.0,300,1.8,53,841,1.3,206.0,0.0
2021-11-01 02:15:00,4.9,29671.0,300,1.6,54,841,1.2,-223.0,-754.0
2021-11-01 02:30:00,4.8,27522.0,300,1.4,55,841,1.3,-117.0,-754.0
2021-11-01 02:45:00,4.7,25373.0,300,1.1,56,841,1.3,-98.0,-754.0
2021-11-01 03:00:00,4.6,23224.0,300,0.9,57,841,0.8,-94.0,-754.0
2021-11-01 03:15:00,4.6,21521.0,300,0.7,57,841,1.1,-94.0,-754.0
2021-11-01 03:30:00,4.5,20266.0,300,0.5,58,841,1.2,-97.0,-754.0
2021-11-01 03:45:00,4.5,19011.0,300,0.4,58,841,1.7,-110.0,-754.0
2021-11-01 04:00:00,4.4,17756.0,300,0.2,59,841,2.1,-117.0,0.0
2021-11-01 04:15:00,4.4,16870.0,300,0.1,59,841,2.8,408.0,-754.0
2021-11-01 04:30:00,4.3,16354.0,300,0.0,60,841,2.9,10650.0,2764.0
2021-11-01 04:45:00,4.3,15838.0,300,-0.1,61,841,2.6,9179.0,8878.0
2021-11-01 05:00:00,4.2,15322.0,300,-0.2,62,841,2.5,8995.0,7873.0
2021-11-01 05:15:00,4.2,14611.0,300,-0.3,62,841,2.2,3118.0,4941.0
2021-11-01 05:30:00,4.1,13706.0,300,-0.4,63,841,2.0,308.0,0.0
2021-11-01 05:45:00,4.1,12801.0,300,-0.5,64,841,2.0,-54.0,0.0
2021-11-01 06:00:00,4.0,11896.0,300,-0.6,65,841,2.3,-85.0,0.0
2021-11-01 06:15:00,4.0,10907.0,300,-0.7,66,841,2.3,-79.0,0.0
2021-11-01 06:30:00,4.0,9835.0,300,-0.8,67,841,2.5,112.0,0.0
2021-11-01 06:45:00,4.0,8762.0,300,-1.0,68,841,2.4,819.0,0.0
2021-11-01 07:00:00,4.0,7690.0,300,-1.1,69,841,2.2,1062.0,0.0
2021-11-01 07:15:00,4.0,6719.0,300,-1.3,70,841,2.4,1275.0,0.0
2021-11-01 07:30:00,4.0,5850.0,300,-1.5,71,841,2.3,867.0,0.0
2021-11-01 07:45:00,4.0,4981.0,300,-1.8,73,841,2.3,682.0,0.0
2021-11-01 08:00:00,4.0,4112.0,300,-2.0,74,841,2.4,1213.0,0.0
2021-11-01 08:15:00,4.0,3638.0,300,-1.9,74,841,2.4,1253.0,0.0
2021-11-01 08:30:00,4.0,3559.0,300,-1.6,73,841,2.4,894.0,0.0
2021-11-01 08:45:00,4.0,3480.0,300,-1.3,72,842,2.4,660.0,0.0
2021-11-01 09:00:00,4.0,3401.0,300,-1.0,71,842,2.6,1134.0,0.0
2021-11-01 09:15:00,4.0,3955.0,296,-0.5,69,842,2.7,2044.0,0.0
2021-11-01 09:30:00,4.0,5144.0,289,0.2,66,842,2.6,1634.0,0.0
2021-11-01 09:45:00,4.1,6332.0,281,0.9,63,842,2.4,1477.0,0.0
2021-11-01 10:00:00,4.1,7521.0,274,1.6,60,842,2.3,1061.0,0.0
2021-11-01 10:15:00,4.1,9061.0,270,2.3,57,842,2.2,1174.0,0.0
2021-11-01 10:30:00,4.2,10953.0,270,2.9,55,842,2.0,651.0,0.0
2021-11-01 10:45:00,4.2,12846.0,270,3.5,52,842,2.1,324.0,0.0
2021-11-01 11:00:00,4.3,14738.0,270,4.1,50,842,2.1,149.0,0.0
2021-11-01 11:15:00,4.4,18476.0,270,4.6,48,842,2.2,467.0,0.0
2021-11-01 11:30:00,4.7,24060.0,270,5.0,47,842,2.9,1743.0,0.0
2021-11-01 11:45:00,4.9,29645.0,270,5.4,46,842,3.8,15812.0,4941.0
2021-11-01 12:00:00,5.2,35229.0,270,5.8,45,842,4.2,30735.0,21273.0
2021-11-01 12:15:00,5.4,40567.0,270,6.1,44,842,4.0,14183.0,26884.0
2021-11-01 12:30:00,5.7,45660.0,270,6.4,43,842,4.5,14063.0,12311.0
2021-11-01 12:45:00,5.9,50752.0,270,6.7,42,842,5.1,13458.0,11474.0
2021-11-01 13:00:00,6.2,55845.0,270,7.0,41,842,5.8,15990.0,13819.0
2021-11-01 13:15:00,6.4,61238.0,270,7.2,40,842,6.3,18112.0,14321.0
2021-11-01 13:30:00,6.6,66931.0,270,7.5,39,842,6.6,17928.0,17253.0
2021-11-01 13:45:00,6.9,72625.0,270,7.8,38,842,6.9,19200.0,17085.0
2021-11-01 14:00:00,7.1,78318.0,270,8.1,37,842,6.8,38579.0,15159.0
2021-11-01 14:15:00,7.2,84153.0,270,8.3,36,842,7.2,109167.0,76380.0
2021-11-01 14:30:00,7.3,90129.0,270,8.4,35,842,7.2,108783.0,108875.0
2021-11-01 14:45:00,7.4,96105.0,270,8.5,35,841,7.3,116947.0,113984.0
2021-11-01 15:00:00,7.5,102081.0,270,8.6,34,841,7.7,121561.0,104771.0
2021-11-01 15:15:00,7.5,105941.0,270,8.7,34,841,8.1,121548.0,121270.0
2021-11-01 15:30:00,7.6,107685.0,270,8.7,34,841,8.2,130142.0,111053.0
2021-11-01 15:45:00,7.7,109429.0,270,8.8,33,841,8.3,131036.0,126044.0
2021-11-01 16:00:00,7.8,111173.0,270,8.8,33,841,9.3,131439.0,141873.0
2021-11-01 16:15:00,7.8,111509.0,270,8.8,33,841,9.5,117747.0,114151.0
2021-11-01 16:30:00,7.9,110437.0,270,8.7,33,841,8.4,153111.0,145893.0
2021-11-01 16:45:00,7.9,109364.0,270,8.6,33,841,8.2,150665.0,131823.0
2021-11-01 17:00:00,8.0,108292.0,270,8.5,33,841,6.4,96002.0,105441.0
2021-11-01 17:15:00,7.9,105260.0,270,8.3,33,841,7.1,116194.0,111247.0
2021-11-01 17:30:00,7.7,100267.0,270,8.0,34,841,6.2,80677.0,106446.0
2021-11-01 17:45:00,7.4,95275.0,270,7.8,34,841,5.0,48199.0,55610.0
2021-11-01 18:00:00,7.2,90282.0,270,7.5,35,841,5.0,55768.0,39530.0
2021-11-01 18:15:00,7.0,84939.0,270,7.2,36,841,6.0,83071.0,65995.0
2021-11-01 18:30:00,6.8,79245.0,270,6.8,37,841,5.6,69805.0,77888.0
2021-11-01 18:45:00,6.5,73551.0,270,6.3,38,841,4.6,40875.0,52595.0
2021-11-01 19:00:00,6.3,67857.0,270,5.9,39,841,4.2,34331.0,29815.0
2021-11-01 19:15:00,6.1,62958.0,270,5.6,39,841,3.6,23565.0,24539.0
2021-11-01 19:30:00,5.9,58854.0,270,5.3,40,841,3.7,23653.0,19598.0
2021-11-01 19:45:00,5.7,54751.0,270,5.0,41,842,4.0,27449.0,23534.0
2021-11-01 20:00:00,5.5,50647.0,270,4.7,42,842,3.8,24032.0,23366.0
2021-11-01 20:15:00,5.3,47221.0,270,4.5,43,842,4.0,29253.0,21761.0
2021-11-01 20:30:00,5.2,44474.0,270,4.2,44,842,4.7,42087.0,32830.0
2021-11-01 20:45:00,5.0,41727.0,270,4.0,45,842,4.8,44815.0,43550.0
2021-11-01 21:00:00,4.9,38980.0,270,3.7,46,842,4.1,32454.0,40033.0
2021-11-01 21:15:00,4.7,36448.0,274,3.5,46,842,2.9,11421.0,13651.0
