DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2/11/2021 00:00:00,6.4,13095,97,24.5,90,1014,5.2,14721,13738
2/11/2021 00:00:00,6.4,13235,97,24.5,90,1014,5.2,14721,13738
2/11/2021 00:15:00,6.4,12701,97,24.5,90,1014,4.9,13951,11580
2/11/2021 00:15:00,6.4,12793,97,24.5,90,1014,4.9,13951,11580
2/11/2021 00:30:00,6.4,12436,98,24.4,90,1014,4.7,12375,12330
2/11/2021 00:30:00,6.4,12628,98,24.4,90,1014,4.7,12375,12330
2/11/2021 00:45:00,6.4,12171,98,24.4,91,1014,5.2,14426,14414
2/11/2021 00:45:00,6.4,12463,98,24.4,91,1014,5.2,14426,14414
2/11/2021 01:00:00,6.4,11906,99,24.3,91,1014,5.5,16610,15860
2/11/2021 01:00:00,6.4,12298,99,24.3,91,1014,5.5,16610,15860
2/11/2021 01:15:00,6.4,11908,99,24.3,91,1014,5.4,16724,16668
2/11/2021 01:15:00,6.4,12263,99,24.3,91,1014,5.4,16724,16668
2/11/2021 01:30:00,6.4,12179,98,24.3,91,1014,5.2,14903,12661
2/11/2021 01:30:00,6.4,12359,98,24.3,91,1014,5.2,14903,12661
2/11/2021 01:45:00,6.4,12449,98,24.2,91,1014,4.7,11165,9082
2/11/2021 01:45:00,6.4,12456,98,24.2,91,1014,4.7,11165,9082
2/11/2021 02:00:00,6.4,12552,97,24.2,91,1014,4.4,9040,7842
2/11/2021 02:00:00,6.4,12720,97,24.2,91,1014,4.4,9040,7842
2/11/2021 02:15:00,6.3,12701,96,24.2,91,1014,4.4,8160,6577
2/11/2021 02:15:00,6.3,12944,96,24.2,91,1014,4.4,8160,6577
2/11/2021 02:30:00,6.2,12904,95,24.2,91,1014,4.3,8630,8373
2/11/2021 02:30:00,6.2,13123,95,24.2,91,1014,4.3,8630,8373
2/11/2021 02:45:00,6.2,13107,94,24.2,91,1013,4.3,8863,7717
2/11/2021 02:45:00,6.2,13301,94,24.2,91,1013,4.3,8863,7717
2/11/2021 03:00:00,6.1,13310,92,24.2,91,1013,4.8,11460,11985
2/11/2021 03:00:00,6.1,13480,92,24.2,91,1013,4.8,11460,11985
2/11/2021 03:15:00,6.1,13533,92,24.2,91,1013,4.9,13422,12858
2/11/2021 03:15:00,6.1,13546,92,24.2,91,1013,4.9,13422,12858
2/11/2021 03:30:00,6.1,13501,93,24.2,91,1013,4.9,12607,11023
2/11/2021 03:30:00,6.1,13778,93,24.2,91,1013,4.9,12607,11023
2/11/2021 03:45:00,6.1,13455,94,24.1,91,1013,5,12334,10716
2/11/2021 03:45:00,6.1,14022,94,24.1,91,1013,5,12334,10716
2/11/2021 04:00:00,6.1,13410,95,24.1,91,1013,5,12058,10838
2/11/2021 04:00:00,6.1,14267,95,24.1,91,1013,5,12058,10838
2/11/2021 04:15:00,6.1,13633,95,24.1,91,1013,4.8,11170,9003
2/11/2021 04:15:00,6.1,14560,95,24.1,91,1013,4.8,11170,9003
2/11/2021 04:30:00,6.1,14124,95,24.1,91,1013,4.7,10884,8857
2/11/2021 04:30:00,6.1,14902,95,24.1,91,1013,4.7,10884,8857
2/11/2021 04:45:00,6.1,14615,94,24,91,1013,4.6,9780,7706
2/11/2021 04:45:00,6.1,15245,94,24,91,1013,4.6,9780,7706
2/11/2021 05:00:00,6.1,15106,94,24,91,1013,4.2,8100,6837
2/11/2021 05:00:00,6.1,15587,94,24,91,1013,4.2,8100,6837
2/11/2021 05:15:00,6.2,15642,94,24,91,1013,4.2,7045,5705
2/11/2021 05:15:00,6.2,16010,94,24,91,1013,4.2,7045,5705
2/11/2021 05:30:00,6.3,16223,95,24,91,1013,4,6514,5457
2/11/2021 05:30:00,6.3,16513,95,24,91,1013,4,6514,5457
2/11/2021 05:45:00,6.4,16805,94,24,91,1013,4,6298,5870
2/11/2021 05:45:00,6.4,17017,94,24,91,1013,4,6298,5870
2/11/2021 06:00:00,6.5,17386,95,24,91,1013,4.3,8250,7371
2/11/2021 06:00:00,6.5,17520,95,24,91,1013,4.3,8250,7371
2/11/2021 06:15:00,6.6,17912,95,24,91,1013,4.3,8470,6706
2/11/2021 06:15:00,6.6,17932,95,24,91,1013,4.3,8470,6706
2/11/2021 06:30:00,6.7,18253,95,24,91,1013,4.2,7573,7041
2/11/2021 06:30:00,6.7,18383,95,24,91,1013,4.2,7573,7041
2/11/2021 06:45:00,6.7,18574,96,24,91,1014,4.5,9127,7732
2/11/2021 06:45:00,6.7,18854,96,24,91,1014,4.5,9127,7732
2/11/2021 07:00:00,6.8,18895,96,24,91,1014,4.4,8424,7501
2/11/2021 07:00:00,6.8,19325,96,24,91,1014,4.4,8424,7501
2/11/2021 07:15:00,6.8,19194,95,24.1,91,1014,4.3,7805,6296
2/11/2021 07:15:00,6.8,19746,95,24.1,91,1014,4.3,7805,6296
2/11/2021 07:30:00,6.7,19473,94,24.2,91,1014,4.1,7152,5840
2/11/2021 07:30:00,6.7,20117,94,24.2,91,1014,4.1,7152,5840
2/11/2021 07:45:00,6.6,19752,93,24.3,90,1015,4,6124,5097
2/11/2021 07:45:00,6.6,20488,93,24.3,90,1015,4,6124,5097
2/11/2021 08:00:00,6.5,20031,92,24.4,90,1015,4.1,7086,5694
2/11/2021 08:00:00,6.5,20859,92,24.4,90,1015,4.1,7086,5694
2/11/2021 08:15:00,6.6,20920,90,24.5,90,1015,4.4,7882,8422
2/11/2021 08:15:00,6.6,21721,90,24.5,90,1015,4.4,7882,8422
2/11/2021 08:30:00,6.7,22421,90,24.7,89,1015,5.2,13569,12045
2/11/2021 08:30:00,6.7,23074,90,24.7,89,1015,5.2,13569,12045
2/11/2021 08:45:00,6.9,23921,89,24.8,88,1015,5.3,13916,13000
2/11/2021 08:45:00,6.9,24427,89,24.8,88,1015,5.3,13916,13000
2/11/2021 09:00:00,7,25422,88,25,87,1015,5.5,17346,15739
2/11/2021 09:00:00,7,25780,88,25,87,1015,5.5,17346,15739
2/11/2021 09:15:00,7.1,26536,88,25.2,87,1015,6.4,25177,19411
2/11/2021 09:15:00,7.1,26918,88,25.2,87,1015,6.4,25177,19411
2/11/2021 09:30:00,7.1,27265,88,25.4,86,1015,6.1,21186,17104
