DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2022-01-02 00:00:00,10.2,24428.0,4,-2.4,31,1030,,,37182.0
2022-01-02 00:00:00,10.2,24532.0,4,-2.4,31,1030,,,37182.0
2022-01-02 00:15:00,10.0,23903.0,5,-2.6,31,1030,,,37159.0
2022-01-02 00:15:00,10.0,23981.0,5,-2.6,31,1030,,,37159.0
2022-01-02 00:30:00,9.9,23228.0,6,-2.7,31,1030,,,37177.0
2022-01-02 00:30:00,9.9,23265.0,6,-2.7,31,1030,,,37177.0
2022-01-02 00:45:00,9.6,22549.0,8,-2.8,31,1030,,,36261.0
2022-01-02 00:45:00,9.6,22552.0,8,-2.8,31,1030,,,36261.0
2022-01-02 01:00:00,9.4,21833.0,10,-2.9,31,1030,,,37166.0
2022-01-02 01:00:00,9.4,21877.0,10,-2.9,31,1030,,,37166.0
2022-01-02 01:15:00,9.3,21023.0,11,-3.1,31,1030,,,37048.0
2022-01-02 01:15:00,9.3,21112.0,11,-3.1,31,1030,,,37048.0
2022-01-02 01:30:00,9.1,20119.0,12,-3.2,31,1030,,,33820.0
2022-01-02 01:30:00,9.1,20258.0,12,-3.2,31,1030,,,33820.0
2022-01-02 01:45:00,8.8,19214.0,13,-3.4,32,1030,,,27360.0
2022-01-02 01:45:00,8.8,19404.0,13,-3.4,32,1030,,,27360.0
2022-01-02 02:00:00,8.7,18310.0,14,-3.5,32,1030,,,28226.0
2022-01-02 02:00:00,8.7,18550.0,14,-3.5,32,1030,,,28226.0
2022-01-02 02:15:00,8.5,17424.0,14,-3.7,32,1030,,,26348.0
2022-01-02 02:15:00,8.5,17667.0,14,-3.7,32,1030,,,26348.0
2022-01-02 02:30:00,8.2,16556.0,16,-3.9,33,1030,,,26500.0
2022-01-02 02:30:00,8.2,16754.0,16,-3.9,33,1030,,,26500.0
2022-01-02 02:45:00,8.0,15687.0,17,-4.0,33,1030,,,15774.0
2022-01-02 02:45:00,8.0,15841.0,17,-4.0,33,1030,,,15774.0
2022-01-02 03:00:00,7.8,14819.0,18,-4.2,34,1030,,,3526.0
2022-01-02 03:00:00,7.8,14928.0,18,-4.2,34,1030,,,3526.0
2022-01-02 03:15:00,7.5,14023.0,19,-4.4,34,1030,,,3652.0
2022-01-02 03:15:00,7.5,14062.0,19,-4.4,34,1030,,,3652.0
2022-01-02 03:30:00,7.2,13242.0,19,-4.6,35,1030,,,7056.0
2022-01-02 03:30:00,7.2,13299.0,19,-4.6,35,1030,,,7056.0
2022-01-02 03:45:00,7.0,12421.0,21,-4.7,36,1030,,,7378.0
2022-01-02 03:45:00,7.0,12575.0,21,-4.7,36,1030,,,7378.0
2022-01-02 04:00:00,6.7,11601.0,22,-4.9,37,1030,,,8375.0
2022-01-02 04:00:00,6.7,11851.0,22,-4.9,37,1030,,,8375.0
2022-01-02 04:15:00,6.4,10870.0,23,-5.1,37,1030,,,4817.0
2022-01-02 04:15:00,6.4,11173.0,23,-5.1,37,1030,,,4817.0
2022-01-02 04:30:00,6.1,10229.0,24,-5.3,38,1030,,,10552.0
2022-01-02 04:30:00,6.1,10540.0,24,-5.3,38,1030,,,10552.0
2022-01-02 04:45:00,5.9,9588.0,26,-5.4,39,1030,,,10289.0
2022-01-02 04:45:00,5.9,9908.0,26,-5.4,39,1030,,,10289.0
2022-01-02 05:00:00,5.6,8947.0,27,-5.6,40,1030,,,13040.0
2022-01-02 05:00:00,5.6,9275.0,27,-5.6,40,1030,,,13040.0
2022-01-02 05:15:00,5.4,8275.0,29,-5.8,40,1030,,,14249.0
2022-01-02 05:15:00,5.4,8652.0,29,-5.8,40,1030,,,14249.0
2022-01-02 05:30:00,5.2,7574.0,32,-6.0,41,1030,,,15191.0
2022-01-02 05:30:00,5.2,8037.0,32,-6.0,41,1030,,,15191.0
2022-01-02 05:45:00,4.9,6872.0,35,-6.1,42,1031,,,10460.0
2022-01-02 05:45:00,4.9,7423.0,35,-6.1,42,1031,,,10460.0
2022-01-02 06:00:00,4.7,6171.0,38,-6.3,43,1031,,,6973.0
2022-01-02 06:00:00,4.7,6808.0,38,-6.3,43,1031,,,6973.0
2022-01-02 06:15:00,4.4,5511.5123905367,41,-6.5,44,1031,,,5242.0
2022-01-02 06:15:00,4.4,6226.0,41,-6.5,44,1031,,,5242.0
2022-01-02 06:30:00,4.2,5487.2521123994,44,-6.6,45,1031,,,4072.0
2022-01-02 06:30:00,4.2,5676.0,44,-6.6,45,1031,,,4072.0
2022-01-02 06:45:00,4.0,5415.9291625413,48,-6.8,46,1031,,,2577.0
2022-01-02 06:45:00,4.0,5508.9227899307,48,-6.8,46,1031,,,2577.0
2022-01-02 07:00:00,3.8,5388.2174363595,51,-6.9,47,1031,,,4238.0
2022-01-02 07:00:00,3.8,5420.139257535,51,-6.9,47,1031,,,4238.0
2022-01-02 07:15:00,3.7,5392.4635297368,55,-6.9,47,1031,,,4496.0
2022-01-02 07:15:00,3.7,5405.0615132595,55,-6.9,47,1031,,,4496.0
2022-01-02 07:30:00,3.6,5434.8817129229,56,-6.7,47,1031,,,5362.0
2022-01-02 07:30:00,3.6,5447.2760204277,56,-6.7,47,1031,,,5362.0
2022-01-02 07:45:00,3.4,5391.0110426887,58,-6.4,47,1032,,,5374.0
2022-01-02 07:45:00,3.4,5496.8199316362,58,-6.4,47,1032,,,5374.0
2022-01-02 08:00:00,3.4,5460.6387862056,60,-6.2,47,1032,,,4386.0
2022-01-02 08:00:00,3.4,5470.8536569371,60,-6.2,47,1032,,,4386.0
2022-01-02 08:15:00,3.3,5416.4387167017,61,-5.7,46,1032,,,2551.0
2022-01-02 08:15:00,3.3,5476.4696556667,61,-5.7,46,1032,,,2551.0
2022-01-02 08:30:00,3.2,5440.8566408621,60,-5.0,45,1032,,,2715.0
2022-01-02 08:30:00,3.2,5445.2653241733,60,-5.0,45,1032,,,2715.0
2022-01-02 08:45:00,3.2,5478.8251725062,62,-4.3,43,1032,,,3730.0
2022-01-02 08:45:00,3.2,5519.8365161498,62,-4.3,43,1032,,,3730.0
2022-01-02 09:00:00,3.1,5442.6156152979,61,-3.6,42,1032,,,2397.0
2022-01-02 09:00:00,3.1,5469.5535155186,61,-3.6,42,1032,,,2397.0
2022-01-02 09:15:00,3.0,5429.9577128653,62,-3.0,40,1032,,,894.0
2022-01-02 09:15:00,3.0,5478.5714841099,62,-3.0,40,1032,,,894.0
2022-01-02 09:30:00,2.7,5455.0068814394,63,-2.3,39,1032,,,86.0
2022-01-02 09:30:00,2.7,5471.29676939,63,-2.3,39,1032,,,86.0
2022-01-02 09:45:00,2.5,5403.9518465935,69,-1.7,37,1032,,,311.0
2022-01-02 09:45:00,2.5,5476.4200404977,69,-1.7,37,1032,,,311.0
2022-01-02 10:00:00,2.2,5471.6326192163,72,-1.0,36,1032,,,1474.0
2022-01-02 10:00:00,2.2,5489.7937514686,72,-1.0,36,1032,,,1474.0
2022-01-02 10:15:00,2.1,5421.857697175,76,-0.5,34,1032,,,2133.0
2022-01-02 10:15:00,2.1,5520.9653203353,76,-0.5,34,1032,,,2133.0
2022-01-02 10:30:00,2.0,5386.9633159223,84,-0.2,33,1032,,,1714.0
2022-01-02 10:30:00,2.0,5417.5144680572,84,-0.2,33,1032,,,1714.0
2022-01-02 10:45:00,2.0,5377.2811978386,90,0.1,31,1031,,,1921.0
2022-01-02 10:45:00,2.0,5429.8106949303,90,0.1,31,1031,,,1921.0
2022-01-02 11:00:00,2.0,5486.6056391321,96,0.4,30,1031,,,820.0
2022-01-02 11:00:00,2.0,5492.5055095957,96,0.4,30,1031,,,820.0
2022-01-02 11:15:00,1.9,5426.5283423002,102,0.7,29,1031,,,1429.0
2022-01-02 11:15:00,1.9,5450.8273485823,102,0.7,29,1031,,,1429.0
2022-01-02 11:30:00,1.7,5461.4599888032,111,0.9,28,1031,,,692.0
2022-01-02 11:30:00,1.7,5463.3409459971,111,0.9,28,1031,,,692.0
2022-01-02 11:45:00,1.5,5443.0673631691,122,1.2,27,1030,,,0.0
2022-01-02 11:45:00,1.5,5502.6551928736,122,1.2,27,1030,,,0.0
2022-01-02 12:00:00,1.4,5410.5419206075,135,1.4,26,1030,,,44.0
2022-01-02 12:00:00,1.4,5457.3398137697,135,1.4,26,1030,,,44.0
2022-01-02 12:15:00,1.4,5404.2443236555,146,1.6,26,1030,,,0.0
2022-01-02 12:15:00,1.4,5411.8488992023,146,1.6,26,1030,,,0.0
2022-01-02 12:30:00,1.5,5419.0270292945,160,1.7,25,1030,,,346.0
2022-01-02 12:30:00,1.5,5447.4452648959,160,1.7,25,1030,,,346.0
2022-01-02 12:45:00,1.7,5426.4561487061,173,1.9,25,1029,,,0.0
2022-01-02 12:45:00,1.7,5489.9780974084,173,1.9,25,1029,,,0.0
