DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2/11/2021 00:00:00,2.8,4926.438295,44,15.6,90,948,,,6598
2/11/2021 00:00:00,2.8,4951.442181,44,15.6,90,948,,,6598
2/11/2021 00:15:00,2.8,4865.094884,44,15.6,90,948,,,4287
2/11/2021 00:15:00,2.8,4930.608429,44,15.6,90,948,,,4287
2/11/2021 00:30:00,2.9,4801.594469,44,15.5,90,948,,,6095
2/11/2021 00:30:00,2.9,4835.967769,44,15.5,90,948,,,6095
2/11/2021 00:45:00,3,4848.87585,44,15.4,91,948,,,9411
2/11/2021 00:45:00,3,4850.659451,44,15.4,91,948,,,9411
2/11/2021 01:00:00,3.2,4845.444748,44,15.3,91,948,,,10617
2/11/2021 01:00:00,3.2,4880.716389,44,15.3,91,948,,,10617
2/11/2021 01:15:00,3.2,4810.242202,44,15.3,91,948,,,8641
2/11/2021 01:15:00,3.2,4882.655631,44,15.3,91,948,,,8641
2/11/2021 01:30:00,3.1,4843.405986,45,15.3,91,948,,,4387
2/11/2021 01:30:00,3.1,4941.991875,45,15.3,91,948,,,4387
2/11/2021 01:45:00,3.1,4858.544237,48,15.2,91,948,,,0
2/11/2021 01:45:00,3.1,4883.337591,48,15.2,91,948,,,0
2/11/2021 02:00:00,3,4939.003765,49,15.2,91,948,,,-368
2/11/2021 02:00:00,3,4944.812368,49,15.2,91,948,,,-368
2/11/2021 02:15:00,2.9,4796.157554,52,15.2,91,948,,,0
2/11/2021 02:15:00,2.9,4951.821677,52,15.2,91,948,,,0
2/11/2021 02:30:00,2.9,4825.637519,55,15.2,91,948,,,0
2/11/2021 02:30:00,2.9,4862.422778,55,15.2,91,948,,,0
2/11/2021 02:45:00,2.8,4776.947152,58,15.3,91,947,,,0
2/11/2021 02:45:00,2.8,4805.628677,58,15.3,91,947,,,0
2/11/2021 03:00:00,2.9,4866.78015,61,15.3,91,947,,,0
2/11/2021 03:00:00,2.9,4905.206409,61,15.3,91,947,,,0
2/11/2021 03:15:00,2.8,4771.777939,63,15.3,91,947,,,0
2/11/2021 03:15:00,2.8,4904.365288,63,15.3,91,947,,,0
2/11/2021 03:30:00,2.9,4771.362679,65,15.4,91,947,,,4655
2/11/2021 03:30:00,2.9,4919.651595,65,15.4,91,947,,,4655
2/11/2021 03:45:00,2.8,4793.560392,67,15.4,90,947,,,3851
2/11/2021 03:45:00,2.8,4926.632483,67,15.4,90,947,,,3851
2/11/2021 04:00:00,2.9,4780.693491,70,15.5,90,947,,,1072
2/11/2021 04:00:00,2.9,4838.643605,70,15.5,90,947,,,1072
2/11/2021 04:15:00,2.8,4869.594739,72,15.5,90,947,,,3115
2/11/2021 04:15:00,2.8,4909.115065,72,15.5,90,947,,,3115
2/11/2021 04:30:00,2.8,4820.212534,72,15.5,91,947,,,1909
2/11/2021 04:30:00,2.8,4842.40364,72,15.5,91,947,,,1909
2/11/2021 04:45:00,2.8,4829.555177,72,15.4,91,947,,,871
2/11/2021 04:45:00,2.8,4941.734962,72,15.4,91,947,,,871
2/11/2021 05:00:00,2.8,4785.141444,72,15.4,92,947,,,0
2/11/2021 05:00:00,2.8,4908.052698,72,15.4,92,947,,,0
